student_id,branch,cgpa,backlogs,certifications,projects,dsa_problems,internship,communication_score,mock_interview_score,placed,cluster,PC1,PC2
STU0257,Civil,6.5,1,3,3,54,0,54.2,58.3,0,1,-1.4766809502365388,0.029793124832679003
STU0258,ENTC,6.28,0,2,3,73,0,73.0,61.1,0,1,-1.3284402868553806,-0.5067144479367791
STU0259,AI&DS,7.8,0,5,2,73,0,65.9,60.6,0,1,0.4912716300054776,0.41801937853940885
STU0260,Computer,8.54,0,4,1,75,0,82.5,63.5,1,1,1.6999345605182796,-0.6981284033229017
STU0261,AI&DS,9.12,0,5,1,72,1,67.2,73.8,1,2,1.9015628020494004,0.2685564129739895
STU0262,Civil,7.19,0,2,2,66,0,79.0,53.8,0,1,-0.26445149697516757,-1.482544481654618
STU0263,Computer,8.57,0,3,3,59,0,59.0,82.7,0,1,0.4688196306233374,0.43289646614635574
STU0264,AI&DS,7.57,0,2,4,58,0,62.3,46.6,0,1,-1.0863471836477294,-0.5621228704312864
STU0265,Mechanical,7.44,0,1,3,66,1,68.1,74.2,1,2,-0.7074965746640944,-0.6111729145376165
STU0266,ENTC,8.4,0,3,4,62,0,66.1,89.6,1,1,0.5079481236776546,0.7991672169514257
STU0267,ENTC,8.19,1,1,2,69,1,64.9,62.3,0,2,-0.08298767188293557,-0.6615007341123389
STU0268,ENTC,6.18,3,7,2,65,0,56.7,67.9,0,0,-0.05800023377708574,2.0517909504129173
STU0269,IT,8.93,0,6,2,75,0,47.4,50.5,0,1,0.7335621260470504,1.3506441409411956
STU0270,Computer,8.84,3,3,1,75,1,76.2,57.3,0,0,1.765926068258748,-0.06027355338573907
STU0271,Mechanical,7.04,0,4,1,57,0,74.8,88.5,0,1,0.6330183734609929,-0.6386328627478739
STU0272,Mechanical,7.96,0,1,3,70,1,60.0,76.2,0,2,-0.6169764875470862,-0.06993375183853448
STU0273,Mechanical,8.04,0,1,5,59,0,72.9,71.3,1,1,-0.4177937768124765,-0.27008789173760944
STU0274,Civil,7.83,0,2,1,72,1,65.8,35.9,0,2,-0.3949750518259219,-1.5672469220009095
STU0275,AI&DS,7.1,1,3,0,87,0,82.4,54.3,0,1,0.5107227653153409,-0.9112387400202828
STU0276,AI&DS,7.0,1,3,4,84,1,50.9,91.1,1,2,-1.1247071648736857,2.3958736685738686
STU0277,ENTC,7.58,0,1,2,77,0,66.4,71.2,0,1,-0.5234745048483949,-0.46922373637059217
STU0278,AI&DS,8.66,0,4,4,73,0,65.3,73.0,0,1,0.6634188940906145,1.2094101829420294
STU0279,ENTC,8.09,0,1,3,73,0,70.1,67.6,1,1,-0.20726417052250765,-0.44190222218783975
STU0280,ENTC,7.27,0,3,5,77,0,88.0,55.8,0,1,-0.18880221749223353,0.08325294324134731
STU0281,Mechanical,8.29,0,3,2,62,0,66.4,70.0,0,1,0.5603590195922875,-0.4082063430022421
STU0282,IT,5.04,0,1,3,70,0,77.7,42.0,1,1,-2.588209657740381,-1.6314964604399078
STU0283,IT,8.63,1,2,3,79,1,66.1,40.9,1,2,0.038932209728957154,-0.09225094853009343
STU0284,Computer,6.03,2,4,3,72,1,81.9,54.0,0,0,-0.4964448424885763,0.09617353488770176
STU0285,AI&DS,7.27,0,2,2,79,1,77.8,67.9,1,2,-0.14462813240906106,-0.6832117388696478
STU0286,Computer,6.59,2,0,1,72,1,63.7,41.5,0,0,-1.5594323614782046,-1.4590015154716045
STU0287,IT,6.43,0,4,3,61,0,62.7,66.9,0,1,-1.0060252214169578,0.18185074022024456
STU0288,AI&DS,8.64,0,0,3,63,0,74.3,50.1,1,1,-0.05681914048395442,-1.6652895895190365
STU0289,Computer,7.18,0,2,4,74,0,59.5,52.1,0,1,-1.4863166848606069,0.26635750241649137
STU0290,AI&DS,7.91,0,5,3,73,1,70.5,84.5,1,2,0.8513244432753372,1.088630225274991
STU0291,Computer,7.56,3,1,3,82,0,63.4,65.6,0,0,-0.4968768978344184,0.9945439372598434
STU0292,Computer,8.03,0,5,1,65,0,72.8,51.4,1,1,1.0444334276634417,-0.7191548414535524
STU0293,Mechanical,7.67,0,4,3,67,1,65.9,67.8,1,2,0.036601186978879235,0.31855317227121704
STU0294,IT,6.45,0,4,3,85,0,59.0,43.0,0,1,-1.544363298427649,0.7126252847658856
STU0295,Computer,8.5,0,3,4,81,1,82.4,70.7,1,2,0.8808864427418922,0.4214412897578627
STU0296,AI&DS,7.16,2,6,4,86,1,71.1,81.6,1,0,0.5617201863708626,2.749718328786845
STU0297,ENTC,6.2,0,2,1,72,0,67.3,74.9,0,1,-1.045910641571567,-0.7631744972568021
STU0298,Computer,7.21,0,4,4,79,0,73.5,97.4,1,1,0.17050992628466471,1.5944187381741406
STU0299,AI&DS,8.95,0,2,0,72,0,46.3,35.9,1,1,-0.08198321985494039,-1.0495974480629389
STU0300,Computer,8.37,0,5,2,65,1,95.2,66.9,1,2,2.1799471473509113,-0.895687131884231
STU0301,Computer,7.29,0,3,3,80,0,68.3,44.8,1,1,-0.7299989189418723,-0.04872522406343426
STU0302,AI&DS,7.29,0,3,1,80,1,42.5,62.4,0,2,-1.1718292688400238,0.5039639737035054
STU0303,AI&DS,7.31,0,3,3,70,1,83.6,65.0,0,2,0.16770430286936508,-0.6322210416224604
STU0304,AI&DS,9.47,1,1,0,74,0,58.2,99.2,0,1,1.5256746647799915,0.049905433071669156
STU0305,ENTC,7.94,1,3,1,76,0,81.6,64.1,0,1,1.1062539982729844,-0.6595449367433195
STU0306,Civil,7.99,1,6,3,54,1,69.6,63.8,1,2,1.0709473212392322,0.5330008043453835
STU0307,AI&DS,8.53,0,3,3,72,0,47.6,80.1,0,1,-0.09932928600553764,1.3070857345273759
STU0308,IT,7.81,0,1,4,55,1,71.4,64.2,1,2,-0.5738442518391706,-0.9967723338309894
STU0309,ENTC,7.37,0,3,3,71,0,70.4,92.5,1,1,0.08069684945305063,0.614687307789561
STU0310,Computer,7.42,1,3,3,76,1,83.0,75.0,0,2,0.48763031761792874,0.1642297515068084
STU0311,IT,7.54,0,2,2,66,1,74.8,77.4,0,2,0.11895942084877854,-0.8420753066020199
STU0312,Computer,7.57,0,3,0,74,1,51.9,37.0,1,2,-0.7024381592526251,-1.0156622912167068
STU0313,Computer,8.25,0,0,1,71,0,81.0,94.8,1,1,0.8555006614555837,-1.354232463434935
STU0314,Civil,7.65,0,8,3,75,0,62.6,55.2,1,1,0.7150510992366788,1.7966233588991352
STU0315,Mechanical,8.26,0,1,3,87,1,90.4,64.9,1,2,0.6122951722596954,-0.791064227042083
STU0316,ENTC,7.53,0,1,2,72,0,63.4,55.2,0,1,-0.8746685581153343,-0.9192108270810859
STU0317,IT,7.67,1,3,3,62,0,65.3,49.6,1,1,-0.2759526725678895,-0.19760503223590023
STU0318,Computer,5.8,0,2,3,69,1,57.3,47.0,0,2,-2.528347446455319,-0.5036162048077768
STU0319,Computer,8.42,0,2,1,70,0,61.5,66.5,1,1,0.33421258700486417,-0.6667620412606693
STU0320,Computer,7.91,0,3,1,71,0,58.1,35.5,1,1,-0.3618157181813854,-0.9276860950390065
STU0321,AI&DS,8.5,0,4,4,68,0,83.3,61.4,1,1,1.1219718228060627,0.06105059544360032
STU0322,ENTC,5.0,0,3,3,66,1,50.7,80.9,0,2,-2.7016341463601523,0.6611549489978368
STU0323,ENTC,9.48,1,7,4,72,1,78.5,74.5,1,2,2.705627349082147,1.9255615469142795
STU0324,Computer,7.47,0,3,1,72,0,78.8,71.5,0,1,0.5956759060856667,-0.8769805035586724
STU0325,Civil,8.6,1,3,5,67,0,85.9,51.6,1,1,0.8857767668349726,0.06993808304629424
STU0326,ENTC,6.66,0,3,2,52,0,68.6,41.2,0,1,-0.9549041695090018,-1.645771144394799
STU0327,AI&DS,8.15,0,5,0,55,1,54.7,80.6,1,2,1.0006147466761697,-0.20287888127949263
STU0328,AI&DS,6.65,1,5,5,78,0,65.8,58.3,0,1,-0.8786503383614435,1.9051279804573351
STU0329,IT,7.04,0,4,2,74,1,75.7,63.8,0,2,0.05355717093129142,-0.2819530594450607
STU0330,Computer,9.32,0,4,3,81,0,69.1,62.0,1,1,1.3414315303117745,0.7999501304395772
STU0331,IT,7.43,0,2,1,65,1,72.8,75.1,0,2,0.12008452507682557,-1.2362932752074798
STU0332,ENTC,7.8,0,6,3,67,0,85.7,92.6,1,1,1.781143750119784,0.8516015144053468
STU0333,Computer,8.38,1,3,4,68,1,75.6,86.9,1,2,0.929519911026304,0.8374037960925607
STU0334,Computer,8.05,0,2,2,75,0,70.6,30.0,1,1,-0.2835628125669787,-1.3010502178963763
STU0335,Computer,7.74,1,6,3,79,0,44.0,60.4,1,1,-0.2485183868473704,2.4570072146447908
STU0336,Computer,7.93,2,4,1,76,1,57.8,44.8,1,0,0.2593996241608561,0.3348033790695412
STU0337,Mechanical,9.76,0,3,3,80,1,62.7,79.1,1,2,1.3769156617954406,1.0292419150278698
STU0338,ENTC,7.55,2,3,2,62,0,42.3,65.1,0,0,-0.7381488015864356,0.9485602369902102
STU0339,IT,7.78,0,6,2,64,1,53.6,74.1,1,2,0.4137844845699554,1.0710316287229162
STU0340,Computer,8.55,3,4,2,72,1,64.5,59.1,1,0,1.1660177630042003,0.9693055644118987
STU0341,IT,8.59,0,2,1,70,1,66.6,49.4,0,2,0.4101852320942584,-1.3169839020795169
STU0342,IT,8.67,0,1,4,71,0,74.6,52.0,1,1,0.028514902280021563,-0.6358470776816335
STU0343,Computer,8.17,0,3,2,65,0,65.3,42.0,0,1,0.041905516475012956,-0.8964316908737521
STU0344,IT,6.57,0,4,2,63,0,71.2,46.0,0,1,-0.651049468295481,-0.8988158082043219
STU0345,IT,9.07,0,5,2,80,0,62.6,42.9,1,1,1.0802675221651774,0.49572062960932173
STU0346,AI&DS,6.57,1,6,2,67,1,68.5,49.5,1,2,-0.1153649753490048,0.2897113078459956
STU0347,AI&DS,7.87,0,2,3,69,0,73.9,48.6,0,1,-0.21487355841672054,-0.8760502280019602
STU0348,Computer,6.92,0,4,5,70,0,87.1,70.9,0,1,-0.021337843714707923,0.4784468729934471
STU0349,IT,7.54,1,4,2,76,1,61.3,70.3,0,2,0.0937269191271865,0.8247840948355539
STU0350,AI&DS,7.9,0,0,4,70,1,69.9,70.9,1,2,-0.7791303098492498,-0.5098740175195549
STU0351,AI&DS,7.89,3,4,3,76,0,79.3,82.6,0,0,1.381463391689526,1.5097276519256642
STU0352,Mechanical,7.98,1,5,1,77,0,49.3,63.8,1,1,0.3378954979879256,1.2182190787431848
STU0353,ENTC,9.05,3,2,3,62,1,94.0,53.3,1,0,2.000505839478212,-0.8860120796969877
STU0354,Computer,8.01,1,5,3,69,0,83.3,98.2,1,1,1.8158517923882223,1.1534716388026405
STU0355,Computer,7.38,0,4,3,77,1,45.8,78.6,1,2,-0.882544567787793,1.692756700979654
STU0356,AI&DS,8.47,0,5,4,59,1,72.8,67.3,1,2,1.0078401198320157,0.47222733671794753
STU0357,Computer,8.67,1,2,2,73,0,60.7,66.2,0,1,0.43674443128031026,0.16558683090821258
STU0358,AI&DS,6.5,0,2,4,55,1,62.8,69.3,0,2,-1.6132826514324323,-0.33043735373961114
STU0359,Civil,8.14,0,0,4,75,1,72.6,62.0,1,2,-0.6227719479806333,-0.6038728718288839
STU0360,AI&DS,8.23,0,4,3,81,0,81.7,66.9,1,1,1.0662035825274707,0.3645112216923683
STU0361,IT,7.33,3,1,3,67,1,61.9,72.5,0,0,-0.6187909375404788,0.5294460997409821
STU0362,AI&DS,8.84,0,2,2,78,1,62.1,54.1,1,2,0.2638232018711245,-0.34103480647542495
STU0363,IT,7.46,0,3,5,75,1,72.8,40.5,1,2,-0.8746335850740442,0.1625299683208933
STU0364,AI&DS,7.71,0,2,3,65,1,75.4,33.9,1,2,-0.49043281956194545,-1.513613027410341
STU0365,Civil,7.44,0,2,0,78,0,54.9,78.3,0,1,-0.3670035118770448,-0.27311427758039736
STU0366,IT,7.61,0,1,2,71,0,90.4,41.3,0,1,0.08231010172692255,-2.2874308733338147
STU0367,Civil,6.61,0,3,3,69,0,59.6,72.0,0,1,-1.2004545036086858,0.4257918341390754
STU0368,Civil,6.3,0,4,1,69,0,80.5,47.7,0,1,-0.2967120416315844,-1.365547354792383
STU0369,Computer,9.04,1,6,0,69,0,73.9,47.9,0,1,2.396030022855548,-0.37088534120989225
STU0370,Computer,6.84,0,3,3,82,1,75.9,54.2,1,2,-0.6900347306611455,-0.15199340232684783
STU0371,Computer,6.71,1,2,2,92,1,59.9,67.9,1,2,-1.189976381926934,0.7654204979129285
STU0372,Computer,5.66,2,3,2,72,1,45.6,45.7,0,0,-2.3930838014553073,0.5666268328494295
STU0373,Computer,7.02,0,1,2,89,1,67.7,55.7,1,2,-1.1865716732672058,-0.5206416772820744
STU0374,ENTC,6.41,0,2,1,76,1,67.8,64.6,0,2,-1.047239020945876,-0.9264424038667325
STU0375,Computer,9.08,0,1,3,64,0,55.5,46.8,0,1,-0.26569823003318427,-0.6510249380830677
STU0376,IT,8.51,2,3,3,71,1,79.9,86.4,1,0,1.5247683205241886,0.7232800771900874
STU0377,Mechanical,6.98,0,4,2,65,0,67.3,39.2,0,1,-0.587210879152892,-0.8017911275172154
STU0378,Computer,9.63,0,2,2,73,1,57.5,61.7,1,2,0.8102050409198301,-0.13672228185262855
STU0379,Mechanical,8.48,0,2,3,70,1,75.6,84.1,1,2,0.7581784630736685,-0.13030875794315744
STU0380,Computer,7.31,0,3,1,68,0,76.0,45.1,0,1,0.026041596092669445,-1.5400387516616327
STU0381,Computer,5.35,0,2,1,68,1,58.7,63.4,0,2,-2.2144005073608155,-0.9929098662443001
STU0382,ENTC,9.66,0,2,1,71,0,84.0,67.0,0,1,2.1911424449708417,-1.3820552169132418
STU0383,AI&DS,6.35,1,3,4,70,0,97.2,52.9,1,1,-0.20373438541409247,-0.7295845022036769
STU0384,Mechanical,6.12,0,1,4,70,1,53.8,63.8,0,2,-2.6418781335005437,0.12967088680855474
STU0385,ENTC,8.52,0,6,4,73,0,65.6,73.4,1,1,1.0675481127095157,1.8236388153375178
STU0386,Mechanical,9.8,0,2,3,68,0,72.4,58.0,1,1,1.3444190423545141,-0.5160053248992897
STU0387,Computer,8.85,1,2,3,73,1,97.6,76.5,1,2,1.9573811433098578,-0.6866217413130279
STU0388,Computer,8.11,0,2,3,67,1,58.5,70.9,1,2,-0.3722589572217406,0.07163698126688148
STU0389,ENTC,8.14,2,4,3,61,1,55.8,56.3,1,0,0.16553154359192987,0.8437045470840477
STU0390,Mechanical,8.37,0,1,0,64,1,55.7,81.9,1,2,0.203793134042246,-1.0970592407088418
STU0391,Civil,8.28,0,2,3,80,0,83.9,53.9,1,1,0.5290698153499497,-0.6762421021002226
STU0392,IT,7.85,0,4,4,55,0,58.8,77.8,1,1,-0.09013304059658894,0.8087673315255905
STU0393,IT,7.69,0,3,3,62,1,56.9,54.2,1,2,-0.7152512134755553,-0.15878107704519542
STU0394,ENTC,7.54,0,3,2,78,1,71.0,60.3,1,2,-0.05627317590495272,-0.30846832053120843
STU0395,IT,6.92,0,3,2,68,0,72.0,62.6,0,1,-0.3953184903477824,-0.6451746820084074
STU0396,Civil,7.35,1,6,3,74,1,81.9,70.1,1,2,1.0749138043818354,0.9499135726242776
STU0397,Mechanical,6.08,0,3,3,76,1,69.2,28.8,1,2,-1.8577483485535278,-0.7630108434130671
STU0398,IT,7.51,0,3,4,78,1,71.2,71.9,1,2,-0.30282492229839925,0.6883120169036261
STU0399,ENTC,6.71,0,1,2,57,1,66.6,63.5,0,2,-1.2465888862873113,-1.5686633134520376
STU0400,ENTC,6.61,0,2,4,72,0,51.0,69.3,0,1,-2.029974905595671,0.8632271658257266
STU0401,Computer,7.76,0,4,3,69,1,65.4,72.5,0,2,0.1409305331352429,0.5284889724644191
STU0402,Civil,8.85,0,3,4,69,1,68.8,70.9,0,2,0.6571814690971244,0.49422251944922396
STU0403,AI&DS,8.43,0,3,3,55,0,62.2,34.9,0,1,-0.12969175512811632,-0.9430318556956937
STU0404,Mechanical,6.19,0,2,3,75,1,47.7,49.1,0,2,-2.6041701129131933,0.16573128799435266
STU0405,IT,6.71,0,3,3,72,0,53.2,70.0,0,1,-1.415859186642838,0.7448974325100869
STU0406,Mechanical,8.45,0,1,3,87,0,67.5,68.0,0,1,-0.07994387221710364,0.234573852586921
STU0407,IT,6.72,0,2,5,68,1,80.1,53.2,0,2,-1.2086097470555646,-0.4576322745199686
STU0408,Computer,7.4,0,2,1,66,0,89.9,76.1,1,1,0.8196202669572313,-1.741663505412129
STU0409,Civil,8.1,3,3,1,59,0,65.6,61.2,0,0,0.9158198514260592,-0.16505967696069104
STU0410,Computer,6.73,0,5,5,72,1,58.7,78.3,1,2,-0.9934394077071892,2.016398381622446
STU0411,IT,7.69,0,3,3,64,0,63.2,83.2,1,1,-0.05577950187531532,0.42242477486828883
STU0412,Civil,6.4,0,6,3,85,0,54.4,69.2,1,1,-0.9243198748743812,2.105920933637026
STU0413,Civil,7.06,1,2,3,82,0,78.2,73.3,0,1,-0.24206751644034918,0.2826820534039135
STU0414,AI&DS,7.89,1,5,1,76,0,95.8,55.9,0,1,2.019708695030491,-0.7593335087674771
STU0415,AI&DS,6.17,0,6,4,59,1,59.0,78.4,1,2,-0.9240214542262098,1.405674401920368
STU0416,IT,8.0,3,6,3,69,1,52.5,68.3,0,0,0.698804268913776,2.4745608960575534
STU0417,Computer,7.58,0,3,2,67,1,81.1,60.6,1,2,0.4221450026755968,-1.1081964283126435
STU0418,IT,8.1,0,4,2,57,1,72.1,46.7,0,2,0.5663269070929008,-1.1282987032610705
STU0419,ENTC,7.8,1,3,4,75,0,72.4,57.7,0,1,-0.026698360262766303,0.6055697087878696
STU0420,ENTC,8.83,1,2,1,75,1,88.6,48.4,1,2,1.5888467078111994,-1.6534714119256508
STU0421,ENTC,7.71,0,5,4,75,1,50.2,76.4,1,2,-0.4189452886141479,2.104458152773886
STU0422,ENTC,7.21,0,4,2,84,1,49.9,83.3,1,2,-0.6221187367584421,1.5360179872428514
STU0423,Computer,7.71,0,2,3,69,1,65.9,78.7,1,2,-0.2907223278366211,0.02202927279241568
STU0424,IT,8.09,0,0,5,65,1,68.8,100.0,1,2,-0.4646306804759772,0.38394317193640554
STU0425,Computer,7.64,1,0,3,73,1,63.4,58.1,0,2,-1.0781631890982057,-0.5233925091389433
STU0426,AI&DS,7.64,0,5,2,65,0,100.0,73.9,0,1,1.932017264344096,-0.886084564485885
STU0427,IT,6.97,0,6,3,66,1,64.0,47.3,0,2,-0.3524224392520668,0.462892273880493
STU0428,Mechanical,7.0,0,1,2,61,0,60.8,62.0,1,1,-1.2563594972260121,-1.1298975074937903
STU0429,IT,6.34,0,2,2,59,0,69.6,42.8,0,1,-1.4148392399135503,-1.7083178166824187
STU0430,Computer,9.17,0,5,5,70,0,80.6,73.5,1,1,1.7397212177635633,1.2448880462943352
STU0431,Computer,6.48,0,4,4,73,0,58.6,59.7,0,1,-1.4634904622256542,1.0138948476096028
STU0432,ENTC,6.98,3,3,3,50,0,66.1,34.2,0,0,-0.6380410656338632,-0.4829498823927944
STU0433,AI&DS,6.95,1,2,2,64,0,81.0,54.7,0,1,-0.2018002000031644,-1.3265545355505939
STU0434,Computer,8.41,0,0,0,65,1,81.7,91.9,1,2,1.1514421097346934,-2.1200792109962383
STU0435,Computer,7.33,2,4,0,70,1,70.8,71.2,1,0,0.878206587957052,-0.19748055030311615
STU0436,ENTC,8.72,1,5,3,67,1,99.4,76.5,1,2,2.693699886577306,-0.05830613787746261
STU0437,Computer,6.99,1,2,4,66,0,93.7,66.9,0,1,0.10405990294212705,-0.7046049544822632
STU0438,Mechanical,7.85,0,3,3,71,1,49.7,62.3,1,2,-0.8049580729340412,0.658584826368384
STU0439,ENTC,6.85,0,7,4,55,1,46.0,65.2,1,2,-0.8288047227978537,1.796678506185177
STU0440,Computer,9.53,0,5,0,87,0,78.3,68.7,1,1,2.7611925401736883,0.05398750580756749
STU0441,Computer,6.53,0,3,2,56,1,85.7,48.6,0,2,-0.3233304215939752,-2.0535166783668264
STU0442,Civil,7.88,0,1,2,76,1,65.1,76.4,0,2,-0.30302383068165883,-0.3999816523910062
STU0443,IT,8.17,0,3,2,79,0,61.5,81.8,0,1,0.36496287868150956,0.6999840654542892
STU0444,IT,7.97,0,4,1,63,1,57.3,62.1,1,2,0.250240217124273,-0.36502533027447315
STU0445,Mechanical,7.43,1,1,5,71,1,52.8,57.2,1,2,-1.804414241090659,0.8182952490161584
STU0446,Civil,7.48,0,3,2,72,0,82.8,53.9,1,1,0.33726054828088353,-1.0576007484744618
STU0447,Civil,7.64,0,3,4,57,0,63.0,91.4,1,1,-0.16001827338352545,0.7117981027691617
STU0448,ENTC,7.47,3,4,2,70,0,71.9,58.2,0,0,0.6542010661298886,0.599591105166058
STU0449,IT,8.47,3,1,5,70,0,44.3,74.8,0,0,-0.7728459094888145,2.258778262265549
STU0450,Computer,9.59,1,2,3,59,0,81.0,62.2,0,1,1.7630709647555494,-0.8042311798326761
STU0451,ENTC,7.1,4,3,5,76,0,75.6,61.3,0,0,-0.141616532458642,1.84452628665544
STU0452,AI&DS,6.37,0,2,0,66,0,50.5,53.5,0,1,-1.6521236355868674,-1.2114759972255218
STU0453,IT,7.52,3,1,3,66,1,71.4,50.4,0,0,-0.382456874384727,-0.35897322614840493
STU0454,Civil,9.92,0,1,4,67,0,68.1,76.1,1,1,1.0692419817992422,0.08588231071483275
STU0455,Computer,6.88,0,3,1,57,0,62.1,50.1,0,1,-0.7523319618411051,-1.3592802499775978
STU0456,IT,9.08,0,0,1,67,0,30.3,71.9,0,1,-0.8110015931475386,-0.06656074862397747
STU0457,Computer,9.11,0,3,2,76,0,59.4,66.4,1,1,0.8147940293840737,0.37339161923432385
STU0458,IT,7.1,0,1,5,82,0,71.9,76.3,0,1,-1.2037862271362725,0.7153881366413348
STU0459,Computer,8.11,0,1,3,68,0,60.9,55.9,1,1,-0.6944145901964689,-0.5555136457351509
STU0460,Computer,9.07,1,7,3,87,0,65.1,81.2,1,1,2.1121868635702477,2.849026024838714
STU0461,Computer,7.26,0,3,1,62,1,87.5,62.9,0,2,0.6715392756028362,-1.883857644323736
STU0462,AI&DS,7.42,0,2,0,78,1,67.0,100.0,1,2,0.3547003236169839,-0.314830749651162
STU0463,ENTC,7.08,1,4,4,77,0,40.7,40.8,1,1,-1.8292581698572012,1.757792367264735
STU0464,AI&DS,6.69,0,4,1,75,0,65.6,100.0,0,1,0.08095921756506823,0.6484669672934543
STU0465,Civil,7.02,0,0,3,62,1,69.3,63.1,1,2,-1.3635992267537187,-1.4061339840755793
STU0466,IT,6.5,0,3,4,69,1,57.3,68.3,0,2,-1.6505795760874724,0.7123598483373105
STU0467,Computer,7.63,0,3,2,71,0,77.6,55.9,0,1,0.276232410285874,-0.8450218805179586
STU0468,Mechanical,6.91,0,7,3,77,1,49.0,41.5,0,2,-0.8667658949295648,1.6333701310598385
STU0469,Computer,7.81,2,3,1,81,1,66.2,57.1,0,0,0.39786833331362637,0.17276038379458714
STU0470,Civil,6.2,0,2,3,80,0,48.8,59.5,0,1,-2.4015949758747923,0.6362442883874545
STU0471,Computer,7.9,0,4,1,66,1,64.2,67.7,0,2,0.5338961636217702,-0.38510201103504843
STU0472,Civil,8.35,2,2,3,62,1,77.2,81.8,0,0,1.0189642329043054,0.04598813385903058
STU0473,Computer,5.81,1,2,2,75,1,65.9,67.9,0,2,-1.582450867252167,-0.18279377207424555
STU0474,Mechanical,7.94,0,3,3,79,0,65.1,68.1,0,1,-0.04314253314449605,0.6074589320649681
STU0475,AI&DS,8.7,0,0,3,62,0,68.4,70.8,1,1,0.032320177684764535,-1.0058064545943608
STU0476,Civil,6.51,0,0,1,70,0,69.0,38.7,0,1,-1.705518144036438,-2.3359207969284093
STU0477,Computer,9.11,0,3,3,78,0,77.0,40.1,1,1,0.9676853244084322,-0.4409321888641889
STU0478,AI&DS,7.98,0,4,2,72,1,77.1,42.5,1,2,0.5609388054795368,-0.8360501005393394
STU0479,Civil,6.97,0,6,3,62,1,86.5,59.4,1,2,0.7189826398583323,-0.26494398037593164
STU0480,AI&DS,7.55,3,4,1,81,1,70.2,36.9,0,0,0.48540364617575904,0.16159183882946837
STU0481,AI&DS,8.1,0,2,3,63,1,46.4,54.7,1,2,-1.0614206779002948,0.0016561258445839642
STU0482,ENTC,7.67,0,2,1,68,0,79.2,44.5,0,1,0.1761301628052614,-1.9632805381464642
STU0483,IT,8.08,0,8,2,65,1,85.5,72.3,1,2,2.3836003780666046,0.5123431986100075
STU0484,AI&DS,6.77,0,4,2,65,1,100.0,71.6,1,2,0.9499168745472139,-1.3884287308987449
STU0485,AI&DS,7.75,0,3,3,67,0,86.9,60.5,0,1,0.6228022153229735,-0.8676101416318631
STU0486,Civil,6.33,0,1,2,64,1,61.6,36.5,0,2,-2.1229851470552465,-1.748507980208049
STU0487,Computer,7.5,1,2,4,71,0,70.4,61.4,0,1,-0.5216291082243909,0.2767186997149331
STU0488,Computer,6.79,0,1,4,76,1,64.5,69.9,1,2,-1.6398732114870038,0.14378693864392186
STU0489,Civil,6.94,0,3,1,69,0,62.7,77.2,0,1,-0.3683044038315002,-0.29228241031983276
STU0490,Mechanical,8.71,0,4,3,65,0,66.5,91.3,1,1,1.214572467565568,0.9023057667673556
STU0491,IT,8.58,0,0,1,65,1,84.7,81.8,1,2,1.0760813700235008,-2.081339107006363
STU0492,AI&DS,8.15,0,2,2,68,1,47.3,67.5,1,2,-0.6437793706762402,0.08693025620706707
STU0493,Computer,6.62,0,5,3,71,0,55.0,60.7,0,1,-1.0380288189524896,1.0457208034499132
STU0494,Computer,7.32,0,5,3,70,0,83.9,53.9,1,1,0.5675511490495699,-0.19102486699997015
STU0495,IT,8.69,0,3,3,74,0,86.9,85.3,1,1,1.650992620708317,0.03313352476136019
STU0496,IT,7.73,1,1,2,58,1,59.4,67.5,1,2,-0.5473009980816866,-0.7947414787786246
STU0497,AI&DS,9.69,4,3,2,55,1,89.5,74.5,1,0,3.2114891854753753,-0.21649926117972643
STU0498,Computer,7.95,1,2,1,64,1,80.7,56.1,0,2,0.7376029017100542,-1.667119605096931
STU0499,Civil,7.77,2,5,3,70,0,64.5,46.4,0,0,0.3410550307248328,1.0082912991871056
STU0500,Civil,7.32,0,1,3,71,1,36.3,59.0,0,2,-2.2868221884096624,0.4274470450298554
STU0501,ENTC,7.72,3,3,3,68,0,46.3,60.5,0,0,-0.574399018787244,1.6135189171578075
STU0502,AI&DS,7.46,0,3,2,77,1,59.4,67.9,1,2,-0.47575045606405775,0.25776294833200725
STU0503,IT,8.24,3,4,2,80,0,77.9,53.9,0,0,1.3935570573950409,0.7161262749672607
STU0504,Mechanical,8.46,4,2,2,79,0,77.9,65.4,0,0,1.373431722299664,0.6330355387900934
STU0505,ENTC,6.89,1,2,0,61,1,61.9,82.7,0,2,-0.2741697854392448,-0.9100409981845937
STU0506,Computer,6.4,4,1,2,65,0,65.0,39.9,0,0,-1.2642723710374177,-0.45743293991485817
STU0507,Civil,5.95,0,0,4,65,1,67.6,33.2,0,2,-2.8573994456984106,-1.6072577960665086
STU0508,Mechanical,8.06,0,2,4,63,1,65.2,83.7,1,2,-0.15200883927936631,0.3227720258357758
STU0509,Civil,6.61,0,2,3,75,0,70.1,43.0,0,1,-1.4361682238035918,-0.7104084859478773
STU0510,ENTC,5.66,0,1,3,57,0,67.6,59.3,0,1,-2.233802109397762,-1.3216578447163299
STU0511,AI&DS,7.95,0,5,0,67,1,46.2,74.1,1,2,0.3765019326732271,0.42348875599769586
STU0512,IT,9.84,0,7,4,75,1,65.3,64.1,1,2,2.16003499826959,2.0219217431898295
