student_id,branch,cgpa,backlogs,certifications,projects,dsa_problems,internship,communication_score,mock_interview_score,placed
STU0415,AI&DS,6.17,0,6,4,59,1,59.0,78.4,1
STU0416,IT,8.0,3,6,3,69,1,52.5,68.3,0
STU0417,Computer,7.58,0,3,2,67,1,81.1,60.6,1
STU0418,IT,8.1,0,4,2,57,1,72.1,46.7,0
STU0419,ENTC,7.8,1,3,4,75,0,72.4,57.7,0
STU0420,ENTC,8.83,1,2,1,75,1,88.6,48.4,1
STU0421,ENTC,7.71,0,5,4,75,1,50.2,76.4,1
STU0422,ENTC,7.21,0,4,2,84,1,49.9,83.3,1
STU0423,Computer,7.71,0,2,3,69,1,65.9,78.7,1
STU0424,IT,8.09,0,0,5,65,1,68.8,100.0,1
STU0425,Computer,7.64,1,0,3,73,1,63.4,58.1,0
STU0426,AI&DS,7.64,0,5,2,65,0,100.0,73.9,0
STU0427,IT,6.97,0,6,3,66,1,64.0,47.3,0
STU0428,Mechanical,7.0,0,1,2,61,0,60.8,62.0,1
STU0429,IT,6.34,0,2,2,59,0,69.6,42.8,0
STU0430,Computer,9.17,0,5,5,70,0,80.6,73.5,1
STU0431,Computer,6.48,0,4,4,73,0,58.6,59.7,0
STU0432,ENTC,6.98,3,3,3,50,0,66.1,34.2,0
STU0433,AI&DS,6.95,1,2,2,64,0,81.0,54.7,0
STU0434,Computer,8.41,0,0,0,65,1,81.7,91.9,1
STU0435,Computer,7.33,2,4,0,70,1,70.8,71.2,1
STU0436,ENTC,8.72,1,5,3,67,1,99.4,76.5,1
STU0437,Computer,6.99,1,2,4,66,0,93.7,66.9,0
STU0438,Mechanical,7.85,0,3,3,71,1,49.7,62.3,1
STU0439,ENTC,6.85,0,7,4,55,1,46.0,65.2,1
STU0440,Computer,9.53,0,5,0,87,0,78.3,68.7,1
STU0441,Computer,6.53,0,3,2,56,1,85.7,48.6,0
STU0442,Civil,7.88,0,1,2,76,1,65.1,76.4,0
STU0443,IT,8.17,0,3,2,79,0,61.5,81.8,0
STU0444,IT,7.97,0,4,1,63,1,57.3,62.1,1
STU0445,Mechanical,7.43,1,1,5,71,1,52.8,57.2,1
STU0446,Civil,7.48,0,3,2,72,0,82.8,53.9,1
STU0447,Civil,7.64,0,3,4,57,0,63.0,91.4,1
STU0448,ENTC,7.47,3,4,2,70,0,71.9,58.2,0
STU0449,IT,8.47,3,1,5,70,0,44.3,74.8,0
STU0450,Computer,9.59,1,2,3,59,0,81.0,62.2,0
STU0451,ENTC,7.1,4,3,5,76,0,75.6,61.3,0
STU0452,AI&DS,6.37,0,2,0,66,0,50.5,53.5,0
STU0453,IT,7.52,3,1,3,66,1,71.4,50.4,0
STU0454,Civil,9.92,0,1,4,67,0,68.1,76.1,1
STU0455,Computer,6.88,0,3,1,57,0,62.1,50.1,0
STU0456,IT,9.08,0,0,1,67,0,30.3,71.9,0
STU0457,Computer,9.11,0,3,2,76,0,59.4,66.4,1
STU0458,IT,7.1,0,1,5,82,0,71.9,76.3,0
STU0459,Computer,8.11,0,1,3,68,0,60.9,55.9,1
STU0460,Computer,9.07,1,7,3,87,0,65.1,81.2,1
STU0461,Computer,7.26,0,3,1,62,1,87.5,62.9,0
STU0462,AI&DS,7.42,0,2,0,78,1,67.0,100.0,1
STU0463,ENTC,7.08,1,4,4,77,0,40.7,40.8,1
STU0464,AI&DS,6.69,0,4,1,75,0,65.6,100.0,0
STU0465,Civil,7.02,0,0,3,62,1,69.3,63.1,1
STU0466,IT,6.5,0,3,4,69,1,57.3,68.3,0
STU0467,Computer,7.63,0,3,2,71,0,77.6,55.9,0
STU0468,Mechanical,6.91,0,7,3,77,1,49.0,41.5,0
STU0469,Computer,7.81,2,3,1,81,1,66.2,57.1,0
STU0470,Civil,6.2,0,2,3,80,0,48.8,59.5,0
STU0471,Computer,7.9,0,4,1,66,1,64.2,67.7,0
STU0472,Civil,8.35,2,2,3,62,1,77.2,81.8,0
STU0473,Computer,5.81,1,2,2,75,1,65.9,67.9,0
STU0474,Mechanical,7.94,0,3,3,79,0,65.1,68.1,0
STU0475,AI&DS,8.7,0,0,3,62,0,68.4,70.8,1
STU0476,Civil,6.51,0,0,1,70,0,69.0,38.7,0
STU0477,Computer,9.11,0,3,3,78,0,77.0,40.1,1
STU0478,AI&DS,7.98,0,4,2,72,1,77.1,42.5,1
STU0479,Civil,6.97,0,6,3,62,1,86.5,59.4,1
STU0480,AI&DS,7.55,3,4,1,81,1,70.2,36.9,0
STU0481,AI&DS,8.1,0,2,3,63,1,46.4,54.7,1
STU0482,ENTC,7.67,0,2,1,68,0,79.2,44.5,0
STU0483,IT,8.08,0,8,2,65,1,85.5,72.3,1
STU0484,AI&DS,6.77,0,4,2,65,1,100.0,71.6,1
STU0485,AI&DS,7.75,0,3,3,67,0,86.9,60.5,0
STU0486,Civil,6.33,0,1,2,64,1,61.6,36.5,0
STU0487,Computer,7.5,1,2,4,71,0,70.4,61.4,0
STU0488,Computer,6.79,0,1,4,76,1,64.5,69.9,1
STU0489,Civil,6.94,0,3,1,69,0,62.7,77.2,0
STU0490,Mechanical,8.71,0,4,3,65,0,66.5,91.3,1
STU0491,IT,8.58,0,0,1,65,1,84.7,81.8,1
STU0492,AI&DS,8.15,0,2,2,68,1,47.3,67.5,1
STU0493,Computer,6.62,0,5,3,71,0,55.0,60.7,0
STU0494,Computer,7.32,0,5,3,70,0,83.9,53.9,1
STU0495,IT,8.69,0,3,3,74,0,86.9,85.3,1
STU0496,IT,7.73,1,1,2,58,1,59.4,67.5,1
STU0497,AI&DS,9.69,4,3,2,55,1,89.5,74.5,1
STU0498,Computer,7.95,1,2,1,64,1,80.7,56.1,0
STU0499,Civil,7.77,2,5,3,70,0,64.5,46.4,0
STU0500,Civil,7.32,0,1,3,71,1,36.3,59.0,0
STU0501,ENTC,7.72,3,3,3,68,0,46.3,60.5,0
STU0502,AI&DS,7.46,0,3,2,77,1,59.4,67.9,1
STU0503,IT,8.24,3,4,2,80,0,77.9,53.9,0
STU0504,Mechanical,8.46,4,2,2,79,0,77.9,65.4,0
STU0505,ENTC,6.89,1,2,0,61,1,61.9,82.7,0
STU0506,Computer,6.4,4,1,2,65,0,65.0,39.9,0
STU0507,Civil,5.95,0,0,4,65,1,67.6,33.2,0
STU0508,Mechanical,8.06,0,2,4,63,1,65.2,83.7,1
STU0509,Civil,6.61,0,2,3,75,0,70.1,43.0,0
STU0510,ENTC,5.66,0,1,3,57,0,67.6,59.3,0
STU0511,AI&DS,7.95,0,5,0,67,1,46.2,74.1,1
STU0512,IT,9.84,0,7,4,75,1,65.3,64.1,1
STU0513,Civil,7.59,4,2,0,65,0,67.7,63.9,0
STU0514,Mechanical,8.35,0,2,5,73,0,80.9,66.1,1
STU0515,Computer,7.67,1,2,3,64,1,57.2,100.0,1
STU0516,Computer,7.51,2,1,2,81,1,70.7,91.7,1
STU0517,IT,8.43,3,2,4,66,0,75.3,54.6,0
STU0518,Mechanical,7.34,3,2,0,70,0,66.1,80.8,0
STU0519,Civil,7.84,0,5,3,83,1,45.2,72.6,1
STU0520,Computer,7.89,3,0,3,66,1,81.1,64.7,0
STU0521,AI&DS,7.0,1,3,2,75,1,77.7,51.4,0
STU0522,IT,8.49,0,2,2,81,1,71.0,71.8,1
STU0523,Civil,7.44,0,5,3,58,1,68.5,60.4,0
STU0524,Mechanical,6.92,1,3,3,65,0,44.8,59.3,0
STU0525,Mechanical,8.08,0,5,0,73,1,78.1,53.5,1
STU0526,IT,6.79,0,6,5,61,0,87.3,80.0,0
STU0527,IT,7.63,0,3,1,67,1,53.5,53.5,0
STU0528,Computer,7.59,0,5,2,50,0,85.5,53.6,1
STU0529,Computer,8.58,0,2,2,61,0,82.7,76.7,0
STU0530,Mechanical,8.03,1,0,0,69,1,53.1,62.8,0
STU0531,Mechanical,7.58,0,6,1,68,1,62.9,63.2,1
STU0532,Civil,8.34,0,5,5,62,0,49.9,80.5,1
STU0533,Civil,8.85,0,3,2,76,1,67.2,84.7,1
STU0534,AI&DS,8.1,0,6,1,85,0,73.8,33.1,1
STU0535,ENTC,7.61,2,3,1,69,0,50.8,63.1,0
STU0536,Civil,6.42,0,1,3,73,1,73.0,43.8,1
STU0537,Mechanical,6.64,0,0,4,60,0,76.3,59.2,0
STU0538,Computer,7.33,0,2,2,71,1,76.5,64.9,0
STU0539,IT,7.05,0,2,0,75,0,73.9,59.7,0
STU0540,Computer,7.43,1,4,2,61,1,52.0,49.6,0
STU0541,Civil,7.65,1,5,1,76,1,66.4,48.9,1
STU0542,AI&DS,8.08,0,1,1,67,0,72.6,75.9,0
STU0543,Computer,7.54,0,4,2,74,0,87.0,88.0,1
STU0544,ENTC,8.04,0,3,2,69,1,68.0,34.1,1
STU0545,AI&DS,7.66,0,2,3,88,1,73.5,60.1,1
STU0546,IT,5.82,0,3,2,86,0,55.9,76.0,0
STU0547,Computer,6.75,0,2,5,80,0,53.0,64.5,0
STU0548,ENTC,7.47,0,3,4,68,0,51.3,48.3,0
STU0549,AI&DS,6.51,0,5,3,77,0,62.5,57.8,0
STU0550,ENTC,8.14,2,2,2,72,0,94.8,69.5,0
STU0551,AI&DS,8.98,4,5,2,66,0,62.8,60.4,1
STU0552,Mechanical,8.7,0,1,2,69,1,72.7,64.3,1
STU0553,AI&DS,7.41,1,0,3,58,1,75.2,64.7,0
STU0554,AI&DS,8.94,0,4,3,90,1,53.8,57.1,1
STU0555,Mechanical,7.73,0,6,4,88,1,62.3,77.2,1
STU0556,IT,7.3,1,4,5,73,1,76.1,57.8,1
STU0557,Computer,7.05,2,3,2,79,1,73.6,49.9,0
STU0558,Computer,7.33,3,5,3,70,1,42.1,98.4,1
STU0559,ENTC,7.25,0,2,1,72,1,75.7,63.8,0
STU0560,AI&DS,7.75,0,2,2,55,1,60.8,26.0,0
STU0561,ENTC,7.74,1,2,2,71,0,61.2,83.8,0
STU0562,Computer,7.6,0,4,2,66,1,73.3,83.8,1
STU0563,Computer,7.99,0,3,4,82,1,87.8,71.9,1
STU0564,Computer,8.67,0,5,1,79,1,65.4,74.5,0
STU0565,IT,8.45,0,2,3,57,1,83.3,97.4,1
STU0566,AI&DS,6.26,0,2,3,51,1,49.3,50.6,0
STU0567,IT,5.3,0,3,3,66,1,69.7,67.0,0
STU0568,IT,8.44,2,3,2,76,0,61.0,94.5,0
STU0569,Civil,6.37,0,4,4,63,1,71.7,97.7,1
STU0570,IT,7.4,0,1,3,71,0,64.1,59.5,0
STU0571,AI&DS,6.55,0,0,2,78,1,50.6,95.2,1
STU0572,ENTC,5.98,0,1,1,68,1,56.5,77.0,0
STU0573,IT,8.09,0,4,3,78,0,46.6,87.4,1
STU0574,AI&DS,8.28,0,3,4,59,0,51.0,76.5,1
STU0575,Mechanical,7.08,2,4,3,67,1,74.2,69.6,0
STU0576,Civil,5.27,0,1,4,67,0,64.7,98.1,0
STU0577,Computer,7.11,3,5,3,66,0,71.0,57.1,0
STU0578,Civil,7.95,0,3,1,67,1,91.6,93.5,1
STU0579,IT,6.27,0,4,0,77,0,64.2,95.9,0
STU0580,Computer,7.77,0,4,2,77,0,76.2,85.4,0
STU0581,IT,7.59,0,4,3,70,1,68.4,63.9,1
STU0582,Civil,8.12,1,1,4,76,0,100.0,68.7,1
STU0583,IT,7.71,0,4,2,80,0,30.0,45.9,0
STU0584,IT,6.72,0,3,3,87,1,58.7,58.2,0
STU0585,AI&DS,8.68,2,2,2,61,1,76.5,74.3,0
STU0586,Computer,7.46,3,5,2,55,1,58.2,43.6,0
STU0587,Computer,7.58,2,4,2,76,1,75.4,60.5,1
STU0588,Computer,6.76,0,3,1,66,1,67.2,94.2,1
STU0589,Computer,7.2,1,4,1,81,0,79.2,62.7,0
STU0590,Computer,6.8,0,4,1,67,0,53.3,80.5,0
STU0591,Computer,7.44,0,3,1,75,0,70.2,73.5,0
STU0592,AI&DS,9.14,0,1,0,74,0,74.1,60.4,1
STU0593,Computer,6.37,0,2,3,70,1,69.7,62.7,1
STU0594,IT,6.15,0,0,2,59,1,69.9,67.5,0
STU0595,Mechanical,8.92,0,4,5,74,0,83.6,34.2,1
STU0596,IT,7.41,2,1,1,71,1,46.2,79.2,0
STU0597,ENTC,7.0,0,5,2,62,0,69.6,63.2,1
STU0598,Computer,8.54,0,1,2,60,0,52.3,79.7,1
STU0599,Computer,7.05,0,4,0,63,1,77.8,70.8,0
STU0600,Computer,9.24,3,1,4,71,0,57.1,62.6,1
STU0601,Computer,8.21,0,6,0,62,0,35.9,68.0,1
STU0602,Computer,7.16,0,4,5,79,0,78.2,68.0,0
STU0603,Computer,9.54,1,1,4,64,0,64.5,87.1,0
STU0604,Computer,7.05,1,3,3,48,1,72.6,65.9,1
STU0605,Computer,8.27,0,3,3,76,1,86.6,69.3,1
STU0606,IT,7.87,0,4,3,62,0,72.8,46.1,0
STU0607,Computer,8.77,1,2,2,77,0,70.2,64.3,0
STU0608,IT,9.01,0,4,3,75,1,67.4,86.8,1
STU0609,AI&DS,7.63,0,3,0,60,1,53.1,71.4,1
STU0610,ENTC,6.92,2,3,1,72,0,65.2,48.8,0
STU0611,Computer,8.01,0,2,3,54,0,93.7,50.4,0
STU0612,ENTC,6.99,0,4,3,66,1,63.1,53.9,0
STU0613,AI&DS,9.41,0,3,4,79,1,66.0,80.0,1
STU0614,Computer,7.72,0,1,1,69,0,84.3,78.1,1
STU0615,Mechanical,7.27,0,1,4,65,1,48.0,20.0,1
STU0616,Civil,7.77,1,2,2,68,0,76.1,63.8,0
STU0617,Computer,6.39,0,2,2,80,0,47.3,67.2,0
STU0618,Computer,6.73,0,1,2,71,0,73.2,50.6,0
STU0619,Mechanical,8.68,0,6,2,76,1,67.7,59.1,1
STU0620,ENTC,7.01,0,2,1,78,0,76.0,85.0,0
STU0621,Computer,6.66,3,5,3,62,0,54.8,71.1,0
STU0622,Computer,8.08,0,7,4,78,0,61.0,57.5,1
STU0623,IT,8.67,0,5,2,61,1,76.6,62.2,1
STU0624,IT,8.25,0,4,3,69,0,61.4,61.6,1
STU0625,AI&DS,8.5,0,3,4,71,0,77.8,69.2,1
STU0626,IT,6.92,0,4,3,80,0,70.7,43.6,1
STU0627,IT,6.32,1,1,3,63,1,62.2,55.0,0
STU0628,ENTC,8.95,3,2,2,70,0,63.9,80.5,1
STU0629,Computer,7.31,0,4,4,64,0,68.0,63.9,1
STU0630,Computer,7.37,0,1,3,76,0,65.1,52.3,0
STU0631,ENTC,8.8,1,4,2,69,1,77.5,52.9,1
STU0632,Mechanical,8.1,1,6,2,76,1,63.2,75.8,1
STU0633,AI&DS,8.01,0,3,4,62,1,60.6,57.2,1
STU0634,AI&DS,9.55,0,1,0,59,1,79.8,72.7,1
STU0635,Computer,7.02,0,2,5,76,1,62.5,55.6,1
STU0636,IT,8.44,1,4,1,77,0,61.0,48.1,0
STU0637,AI&DS,7.65,1,3,4,73,1,35.7,68.7,1
STU0638,Computer,7.84,0,1,2,73,0,54.5,63.5,0
STU0639,Computer,8.98,0,7,3,75,0,57.1,75.3,1
STU0640,IT,8.06,2,2,4,75,1,61.0,78.3,1
STU0641,Computer,8.08,1,5,2,65,0,58.6,59.6,0
STU0642,IT,8.57,4,6,3,86,0,80.8,70.2,0
STU0643,Computer,7.27,1,1,0,58,0,57.9,59.2,0
STU0644,IT,6.84,0,0,0,77,1,58.9,74.5,0
STU0645,Computer,6.66,0,2,2,64,0,70.0,68.5,0
STU0646,Mechanical,5.83,0,3,3,72,1,53.7,55.6,0
STU0647,AI&DS,9.45,0,5,1,62,1,88.3,54.4,1
STU0648,ENTC,6.61,0,0,1,61,1,78.4,69.0,0
STU0649,ENTC,7.4,1,0,2,66,0,52.8,82.4,0
STU0650,IT,7.35,0,3,3,68,1,81.2,78.5,1
STU0651,Computer,7.88,1,4,3,69,0,83.9,50.9,0
STU0652,AI&DS,8.33,0,3,1,73,0,53.2,52.4,1
STU0653,AI&DS,8.37,3,4,1,67,0,52.9,54.6,0
STU0654,ENTC,7.08,0,3,5,87,1,60.1,56.1,1
STU0655,IT,7.45,0,5,2,77,0,49.6,37.8,0
STU0656,Computer,7.85,0,6,4,62,0,57.9,76.9,1
STU0657,Computer,7.38,0,3,4,70,0,62.8,58.2,0
STU0658,IT,9.05,1,4,4,64,0,74.6,71.9,1
STU0659,AI&DS,8.04,1,1,1,72,1,69.1,60.3,0
STU0660,AI&DS,8.26,0,3,4,74,1,66.1,64.7,1
STU0661,IT,8.2,0,3,4,85,1,61.7,54.7,1
STU0662,Civil,8.66,0,2,3,62,0,51.0,64.6,0
STU0663,AI&DS,7.76,0,4,2,74,0,75.7,51.9,0
STU0664,Computer,6.43,3,3,2,78,1,75.4,64.7,0
STU0665,Computer,7.96,1,5,1,71,0,60.0,86.9,0
STU0666,Computer,7.01,0,3,3,79,1,53.7,72.8,1
STU0667,Computer,7.12,1,3,3,75,0,88.2,69.4,1
STU0668,Computer,8.13,0,2,2,69,1,71.2,45.2,0
STU0669,Computer,8.71,2,0,3,66,0,73.2,73.5,0
STU0670,Computer,7.62,0,4,2,76,0,73.7,75.0,0
STU0671,Computer,7.88,1,3,3,62,1,52.4,69.0,1
STU0672,Mechanical,9.13,2,2,4,78,1,87.5,68.2,1
STU0673,Computer,7.82,0,4,1,71,0,62.8,62.9,0
STU0674,AI&DS,9.94,1,6,2,74,1,78.7,74.7,1
STU0675,IT,8.11,0,4,1,82,1,87.0,86.0,1
STU0676,Civil,6.02,0,4,3,63,0,69.1,70.0,0
STU0677,Computer,8.28,0,2,3,78,0,52.6,50.4,0
STU0678,IT,7.94,3,1,5,75,0,35.6,51.6,1
STU0679,Civil,8.76,2,1,2,68,0,67.5,75.9,1
STU0680,Mechanical,8.21,1,1,5,67,1,71.3,50.5,0
STU0681,Mechanical,7.48,1,4,1,70,0,60.4,68.0,0
STU0682,Computer,6.5,0,3,3,97,0,69.8,59.8,0
STU0683,Computer,7.41,3,4,1,72,0,73.6,48.9,0
STU0684,ENTC,6.83,0,4,4,69,0,80.9,77.5,1
STU0685,Civil,7.08,0,2,3,71,0,65.0,75.6,0
STU0686,AI&DS,8.13,0,6,3,60,0,67.4,44.7,0
STU0687,AI&DS,9.1,1,3,4,70,0,65.7,72.2,1
STU0688,Computer,7.96,1,1,1,78,1,68.4,70.0,1
STU0689,ENTC,6.52,0,3,0,62,0,61.3,77.6,0
STU0690,Computer,8.0,0,2,4,61,1,61.3,67.5,0
STU0691,IT,8.68,1,2,2,70,0,62.1,86.4,1
STU0692,IT,7.05,0,3,1,62,0,70.0,63.1,0
STU0693,AI&DS,7.48,1,3,3,56,0,57.0,60.9,0
STU0694,Computer,7.61,3,3,3,67,0,62.1,50.4,0
STU0695,Computer,6.89,0,3,0,71,1,91.5,51.0,1
STU0696,AI&DS,8.18,0,6,2,72,1,79.7,49.6,1
STU0697,Computer,7.49,1,6,0,86,1,55.6,68.3,1
STU0698,AI&DS,7.98,1,3,2,74,1,79.2,61.0,1
STU0699,Computer,6.8,0,3,4,78,0,76.2,70.0,0
STU0700,IT,7.21,3,3,5,65,0,66.6,46.9,0
STU0701,AI&DS,8.25,0,2,3,56,1,58.8,52.2,0
STU0702,Computer,7.26,0,3,1,76,1,57.3,51.9,1
STU0703,IT,9.15,1,3,4,57,1,70.9,97.5,1
STU0704,Computer,7.24,2,3,3,74,0,57.0,62.5,0
STU0705,Computer,7.8,0,1,1,49,0,82.3,64.0,1
STU0706,Civil,8.44,1,4,4,67,1,86.0,63.8,1
STU0707,IT,6.32,0,1,4,71,0,67.4,88.3,0
STU0708,Mechanical,6.02,0,4,3,67,0,82.8,40.8,0
STU0709,Computer,6.23,0,2,3,83,0,62.6,64.1,0
STU0710,ENTC,8.74,2,2,2,73,1,58.7,40.7,0
STU0711,ENTC,7.1,0,5,2,87,0,82.3,29.3,0
STU0712,AI&DS,9.9,0,4,3,62,1,88.5,54.0,1
STU0713,IT,7.09,0,1,2,68,0,93.5,71.2,1
STU0714,IT,7.77,2,1,2,81,1,72.3,53.0,0
STU0715,IT,8.99,0,5,4,73,1,79.2,70.9,1
STU0716,Civil,9.41,1,3,4,57,0,72.0,66.6,1
STU0717,Mechanical,9.46,0,1,3,82,1,86.2,62.9,1
STU0718,Civil,8.69,0,1,4,57,0,73.6,84.0,0
STU0719,Computer,8.52,0,5,4,58,0,78.5,56.1,0
STU0720,ENTC,8.13,1,4,3,74,1,53.2,70.7,1
STU0721,Civil,8.3,2,4,2,52,0,65.0,38.0,0
STU0722,Computer,7.1,0,1,2,74,0,78.6,66.5,0
STU0723,Computer,6.86,0,0,2,64,0,77.4,61.1,0
STU0724,ENTC,7.6,0,4,1,64,0,79.7,47.3,0
STU0725,AI&DS,7.45,0,2,2,68,1,69.6,71.0,0
STU0726,Mechanical,7.19,0,4,2,74,0,59.5,53.9,1
STU0727,Computer,8.23,0,1,3,63,1,67.2,91.0,0
STU0728,ENTC,8.46,0,1,4,66,1,68.6,28.5,1
STU0729,Computer,7.68,0,4,1,77,0,71.1,68.7,0
STU0730,Computer,8.93,0,2,3,63,0,55.4,65.6,0
STU0731,Computer,6.57,1,1,3,72,1,64.5,60.8,0
STU0732,Mechanical,7.43,0,1,1,71,0,66.8,57.1,0
STU0733,ENTC,6.95,0,3,4,72,0,38.9,66.0,0
STU0734,AI&DS,5.92,1,4,3,58,0,78.8,80.9,0
STU0735,IT,7.53,0,2,2,59,1,70.1,39.9,1
STU0736,Mechanical,7.49,0,2,4,53,1,71.4,52.9,1
STU0737,IT,8.96,0,4,2,61,0,61.3,49.2,0
STU0738,Mechanical,8.17,0,3,3,73,0,75.6,48.5,1
STU0739,IT,6.68,0,1,0,72,1,57.2,70.1,0
STU0740,IT,9.27,0,1,4,83,1,59.2,73.8,1
STU0741,IT,8.7,3,3,2,71,1,76.2,81.0,1
STU0742,IT,8.12,0,2,3,65,1,72.6,74.1,1
STU0743,ENTC,7.4,0,3,2,79,0,51.4,75.3,0
STU0744,AI&DS,6.74,0,2,3,66,1,88.5,43.8,1
STU0745,Computer,7.27,0,6,4,79,0,58.1,87.3,0
STU0746,Mechanical,8.58,0,7,3,88,0,66.3,61.9,1
STU0747,IT,9.3,1,4,3,62,1,90.7,80.5,1
STU0748,AI&DS,8.99,0,2,3,66,0,41.2,44.4,1
STU0749,Civil,7.16,0,2,4,73,1,45.8,61.4,1
STU0750,AI&DS,6.59,0,0,3,81,0,73.7,79.1,0
STU0751,Computer,7.73,0,5,4,74,1,35.8,65.4,1
STU0752,Civil,6.01,4,2,4,66,1,41.4,53.7,0
STU0753,AI&DS,7.89,0,4,2,63,0,83.3,84.6,0
STU0754,IT,7.47,0,4,2,64,1,62.7,47.4,0
STU0755,Computer,7.18,0,4,2,82,0,96.5,64.7,1
STU0756,ENTC,6.16,3,5,4,74,1,54.5,74.6,0
STU0757,AI&DS,8.06,0,3,2,82,0,63.9,96.4,1
STU0758,AI&DS,7.12,0,3,3,66,1,75.0,58.1,1
STU0759,Mechanical,6.55,1,5,4,65,0,74.1,60.9,0
STU0760,ENTC,5.01,1,4,2,59,0,64.7,58.3,0
STU0761,Computer,7.58,0,3,3,71,0,59.6,68.6,0
STU0762,IT,9.2,0,4,2,73,0,71.0,73.8,0
STU0763,Computer,9.1,0,3,1,69,1,85.9,81.4,1
STU0764,ENTC,7.19,0,3,4,68,1,77.9,76.3,1
STU0765,Computer,7.06,0,4,1,69,1,59.8,57.5,0
STU0766,AI&DS,8.02,0,3,2,77,0,55.1,77.2,1
STU0767,ENTC,6.7,0,1,4,65,0,59.0,66.4,1
STU0768,Mechanical,7.87,0,3,2,63,0,51.4,76.2,0
STU0769,IT,8.29,0,2,5,74,1,69.9,77.0,1
STU0770,Mechanical,8.7,3,2,5,76,1,78.6,89.5,1
STU0771,Computer,7.51,0,4,2,78,0,67.1,59.7,1
STU0772,Mechanical,7.42,0,4,0,64,0,90.4,56.8,0
STU0773,Computer,6.81,0,1,3,69,0,91.1,71.7,0
STU0774,IT,6.86,3,7,3,71,1,72.0,82.7,0
STU0775,ENTC,7.4,0,3,1,70,1,77.1,65.9,1
STU0776,Computer,7.93,0,2,3,73,1,56.3,83.7,1
STU0777,Computer,8.42,0,6,0,68,0,63.3,75.4,1
STU0778,ENTC,6.88,0,0,4,63,1,84.5,62.0,0
STU0779,ENTC,8.94,0,6,1,60,1,60.5,73.5,1
STU0780,AI&DS,7.36,0,3,1,67,0,87.3,58.5,0
STU0781,ENTC,7.58,0,3,1,76,0,82.5,68.6,0
STU0782,AI&DS,6.93,3,5,5,66,0,77.8,48.9,0
STU0783,Computer,5.42,0,5,3,63,0,52.8,64.0,0
STU0784,IT,8.4,0,2,4,70,1,63.9,80.0,1
STU0785,Computer,8.26,1,4,2,61,0,76.4,76.5,0
STU0786,Civil,7.35,0,3,2,70,1,55.2,74.3,1
STU0787,AI&DS,7.66,0,6,2,61,1,65.5,69.3,0
STU0788,IT,8.06,0,1,3,73,0,77.8,67.4,1
STU0789,IT,6.19,0,3,3,77,1,60.6,46.0,1
STU0790,Civil,7.12,2,5,3,76,0,57.0,61.9,0
STU0791,Computer,8.31,3,3,2,79,0,44.6,67.7,0
STU0792,AI&DS,6.47,0,2,5,80,0,63.0,48.1,0
STU0793,AI&DS,7.86,0,0,1,63,0,78.1,38.7,0
STU0794,AI&DS,6.38,3,1,5,69,0,56.7,81.9,0
STU0795,Computer,8.02,1,4,0,74,0,68.2,65.8,0
STU0796,Mechanical,7.57,2,6,3,71,0,65.1,68.1,1
STU0797,Civil,6.15,0,2,2,69,0,59.3,73.3,0
STU0798,AI&DS,8.65,0,4,2,67,1,78.9,50.3,1
STU0799,ENTC,6.94,1,1,3,77,0,89.3,58.9,1
STU0800,Civil,6.87,0,1,2,70,1,81.1,87.6,1
STU0801,ENTC,7.78,0,8,2,67,0,59.0,57.7,1
STU0802,Computer,8.63,0,2,3,63,1,93.9,61.0,1
STU0803,AI&DS,6.69,0,2,3,68,0,81.0,55.0,1
STU0804,AI&DS,7.66,0,3,4,63,1,62.1,53.9,1
STU0805,IT,7.99,0,4,2,79,0,57.9,81.6,0
STU0806,ENTC,8.22,3,2,3,73,1,82.6,27.8,0
STU0807,Civil,7.76,0,1,3,67,0,70.3,58.1,0
STU0808,Civil,7.27,1,2,2,59,0,56.9,68.4,0
STU0809,IT,6.86,0,1,3,66,1,66.1,90.5,0
STU0810,Computer,7.68,0,0,2,69,0,62.7,48.0,1
STU0811,Civil,6.64,3,3,1,59,0,57.3,45.4,0
STU0812,Mechanical,5.0,0,2,2,63,0,81.2,52.1,0
STU0813,Computer,7.99,0,6,1,54,1,78.2,75.5,0
STU0814,Civil,8.41,0,2,3,68,1,78.9,66.9,1
STU0815,Mechanical,5.47,0,2,3,76,0,78.7,43.4,0
STU0816,AI&DS,6.69,1,2,5,69,1,56.1,66.5,1
STU0817,AI&DS,8.16,2,6,3,67,0,60.2,88.3,1
STU0818,IT,9.45,0,1,1,70,0,87.0,69.0,0
STU0819,Computer,7.62,0,4,4,81,1,69.4,67.5,1
STU0820,IT,6.94,0,4,4,59,1,48.9,68.4,1
STU0821,Mechanical,7.44,1,2,2,65,1,70.8,71.2,1
STU0822,Computer,8.84,0,3,3,82,0,76.5,46.0,1
STU0823,IT,7.02,0,0,5,85,0,74.8,61.5,1
STU0824,IT,6.88,0,3,3,77,0,55.8,62.3,1
STU0825,AI&DS,7.17,0,4,4,63,0,92.5,57.7,0
STU0826,Civil,6.74,0,2,1,61,0,48.5,75.3,0
STU0827,IT,7.71,1,4,1,65,1,69.4,55.5,1
STU0828,IT,9.06,0,0,2,62,1,90.6,59.6,1
STU0829,ENTC,7.89,0,2,3,61,0,75.7,46.1,1
STU0830,IT,7.37,2,4,4,66,0,78.9,70.7,0
